### header ###
fiducial parameters:
Omega_m = 0.31
Omega_nu = 0
Omega_de = 0.69
Omega_k = 0
H_0 = 100
w_de = -1
zeff = 0
beta = 0
fgrowth = 0
b_1 = 2
gamma = 0.55
Lx = 3500 Ly = 3500 Lz = 3500
nx = 700 ny = 700 nz = 700
xoffset = -685.467585 yoffset = -31.7331281 zoffset = 572.489161
bins = 400 dk = 0.001
kx_ny = 0.628318531 ky_ny = 0.628318531 kz_ny = 0.628318531
############################
A(data) = 8.08539702 (not used)
A(ran) = 8.08679864 (used)
Ngal = 480783
weighted Ngal = 0
Nran = 23820508
weighted Nran = 0
SN(data) = 3490.46758
SN(ran) = 70.438949
SN(data+ran) = 3560.90653
############################
13 columns: k_central k_mean P_0(k) sigma^{lin}_{P_0(k)} P^img_1(k) sigma^{lin}_{P_1(k)} P_2(k) sigma^{lin}_{P_2(k)} P^img_3(k) sigma^{lin}_{P_3(k)} P_4(k) sigma^{lin}_{P_4(k)} N_modes
### header ###
0.00050000 0 0 0 0 0 0 0 0 0 0 0 0
0.00150000 0.00179520 78265.06015035 0 -29152.87763125 0 70538.01682916 0 6023.82081131 0 -211839.04012779 0 3
0.00250000 0.00253879 140141.30799712 0 -11269.41220042 0 53753.59035982 0 23279.00931496 0 215615.81012343 0 6
0.00350000 0.00331552 126656.32360050 0 9516.81819417 0 59156.66342482 0 -80196.51649171 0 90628.52876609 0 7
0.00450000 0.00420575 104004.11859352 0 39823.05561249 0 55508.99673657 0 -16019.66099411 0 80273.13697946 0 24
0.00550000 0.00557378 91221.67320663 0 8433.12547487 0 94549.90332387 0 58091.94867026 0 -241.69445677 0 45
0.00650000 0.00659388 77376.17391391 0 9719.79605275 0 102862.56190471 0 65010.71227969 0 14126.51489662 0 40
0.00750000 0.00754703 70999.40060435 0 23152.12047254 0 64640.01084476 0 70108.74279594 0 -12329.69802505 0 57
0.00850000 0.00846663 63073.71977592 0 11284.58128542 0 55275.59212939 0 69567.97045180 0 30570.68882428 0 75
0.00950000 0.00948925 51671.10750793 0 -1482.41820834 0 34663.24152375 0 55589.82470774 0 13756.47780118 0 112
0.01050000 0.01054430 59733.97444087 0 -8144.55854545 0 13401.16689775 0 38717.59470259 0 20582.67677513 0 105
0.01150000 0.01145670 58992.23940127 0 -1031.69818918 0 6802.69242835 0 12923.83897482 0 9680.99862658 0 144
0.01250000 0.01249090 61468.56484696 0 5900.48618516 0 3952.53207981 0 -9715.79894349 0 17129.99372693 0 169
0.01350000 0.01339930 56779.21383976 0 -1637.06536909 0 16047.56325266 0 -23243.68859879 0 26218.37938457 0 180
0.01450000 0.01448870 58186.72777071 0 6459.15140621 0 28468.60795746 0 -9589.64087451 0 1593.98295322 0 267
0.01550000 0.01550050 57906.70867605 0 692.12548825 0 34990.76089189 0 4206.76372997 0 25660.33421371 0 238
0.01650000 0.01653350 62930.44389276 0 -4536.01038078 0 38094.66570830 0 13313.36336194 0 -16620.11316903 0 315
0.01750000 0.01747870 60858.36902620 0 -4586.42267568 0 31941.66408333 0 10801.23001779 0 206.25858842 0 297
